range,word,meaning
target1900,ridiculous,ばかげた；法外な
target1900,fairy,妖精の（ような）
target1900,sensory,感覚の
target1900,chronic,慢性の（⇔ acute ⇒ 1486）；長引く；常習の
target1900,voluntary,自発的な（⇔ compulsory ⇒ 1384）；無償の
target1900,inclined,傾向がある；傾いた
target1900,infer,を推論する，推測する
target1900,esteem,を尊敬する；を見なす
target1900,tackle,に取り組む；と（～のことで）話をつける（about / on）
target1900,venture,危険を冒して進む；を思い切ってする
target1900,accelerate,を加速させる，促進する；加速する
target1900,accustom,（人）を慣れさせる
target1900,amuse,をおもしろがらせる，楽しませる
target1900,flourish,繁栄する；繁茂する；を振りかざす
target1900,thrive,繁栄する，うまくいく；繁茂する
target1900,nurture,をはぐくむ；を養成する
target1900,spin,回転する；を回転させる；（糸）を紡ぐ
target1900,drag,を引きずる；ぐずぐずする
target1900,cast,を投じる；に役を当てる
target1900,scatter,をまき散らす；分散する
target1900,tempt,を（...する）気にさせる（to do）；を引きつける
target1900,withdraw,を引き出す；を撤回する；撤退する
target1900,yawn,あくびをする
target1900,dye,を染める；染まる
target1900,spill,をこぼす；こぼれる
target1900,irritate,をいらいらさせる；をひりひりさせる
target1900,insult,を侮辱する（≒ affront）
target1900,enforce,を施行［実施］する；を（～に）強制する（on / upon）
target1900,rob,から（金品を）奪う
target1900,drain,（液体）を流出させる；（液体が）流れ出る
target1900,suspend,を停職［停学，出場停止］にする；を一時的に中断する
target1900,drift,漂う；さまよう；を押し流す
target1900,forgive,を許す；を免除する
target1900,recruit,を募る；に人を補充する
target1900,twist,をねじる，ひねる；を歪曲する
target1900,crush,を押しつぶす；を弾圧する；を絞り出す
target1900,uncover,を暴く（⇔ conceal ⇒ 1116）；を 発掘する
target1900,exploit,を活用する；を搾取する，につけ込む
target1900,implement,を実行［実施］する
target1900,integrate,を統合する；融合する
target1900,incorporate,を取り入れる；を法人にする；合併する
target1900,profile,人物の紹介；横顔；輪郭
target1900,appetite,食欲；欲求
target1900,impulse,衝動；刺激
target1900,script,台本；筆跡
target1900,anniversary,（～周年）記念日
target1900,pension,年金
target1900,temper,気質，気性；機嫌；かんしゃく
target1900,cortex,皮質；樹皮
target1900,syndrome,症候群；～現象
target1900,utility,公共事業；公共料金；実用性
target1900,cattle,〔集合的に〕牛
target1900,herd,（牛などの）群れ；群衆
target1900,fluid,流動体，液体
target1900,pity,残念なこと；哀れみ
target1900,priest,聖職者
target1900,acquaintance,知人；面識；知識
target1900,offspring,子孫，子；成果
target1900,famine,飢饉；（食糧・物資の）ひどい不足
target1900,deforestation,森林伐採
target1900,jail,刑務所，拘置所（≒ prison）
target1900,commodity,商品；有用なもの
target1900,recipient,受け取る人；（臓器などの）被提供者
target1900,republic,共和国；共和制
target1900,combat,戦闘；対立
target1900,bug,病原菌（が起こす病気）；虫；盗聴器；（機械・プログラムの）欠陥
target1900,fraction,わずか（≒ bit），一部；分数
target1900,index,指標；索引；指数
target1900,motive,動機
target1900,consent,同意，承諾
target1900,hierarchy,（社会の）階層制；〔the ～〕支配層
target1900,monument,記念碑，遺跡；金字塔
target1900,asset,〔通例～s〕資産；価値のあるもの；利点
target1900,decent,まずまずの；きちんとした；上品な
target1900,competent,有能な；適任の；満足できる
target1900,straightforward,単純な；率直な
target1900,cosmetic,化粧の，美容の；うわべの
target1900,delicate,繊細な；扱いにくい；もろい
target1900,interior,室内の；内部の（⇔ exterior 外部の）
target1900,transparent,透明な；明快な
target1900,aesthetic,美的な；美学の
target1900,deliberate,故意の；慎重な
target1900,prehistoric,有史以前の；旧式な
target1900,innate,生まれながらの；固有の
target1900,mild,穏やかな；（程度が）軽い
target1900,toxic,有毒な；中毒性の
target1900,ashamed,恥じて
target1900,humble,謙虚な；質素な；身分が低い
target1900,peculiar,特有の；特異な
target1900,steep,（傾斜が）急な；急激な；法外な
target1900,trivial,ささいな，取るに足りない
target1900,magnificent,壮大な；見事な
target1900,assure,に自信を持って言う；を保証する
target1900,precede,に先行する；に優先する
target1900,revive,を復活させる；復活する
target1900,compel,に強いる
target1900,blossom,花が咲く（≒ bloom）；発展する
target1900,terrify,を怖がらせる；を脅かす
target1900,violate,（法律・規則など）に違反する；を侵害する
target1900,suppress,を抑える；を抑圧する
target1900,deceive,をだます（≒ take in）
target1900,manipulate,を（巧みに）操る；を改ざんする
target1900,starve,飢える；（～を）渇望する（for）；を飢えさせる
target1900,flee,（から）逃げる
target1900,whisper,（を）ささやく
target1900,yell,叫ぶ，どなる
target1900,deposit,を置く；を預ける；を堆積させる
target1900,confine,を限定する；〔通例受身形で〕閉じ込められる
target1900,swing,を揺らす，振る；揺れる；（行動に）さっと移る
target1900,prolong,を長引かせる
target1900,depict,を描く
target1900,outline,の要点を述べる；の輪郭を描く
target1900,shed,を捨て去る；（光など）を放つ；（涙・血）を流す
target1900,emit,（光・熱など）を出す，排出する；（信号）を送る
target1900,renew,を更する；（資源）を再生する
target1900,utilize,を利用する（≒ make use of）
target1900,assert,を主張する
target1900,strain,に負担をかける；を緊張させる；を漉す
target1900,strive,努力する；争う
target1900,dare,あえて［思い切って］...する
target1900,boast,を誇る；（を）自慢する
target1900,startle,をびっくりさせる（≒ surprise）
target1900,offend,の気分を害する；（に）違反する
target1900,assemble,を集める；を組み立てる；集まる
target1900,worsen,を悪化させる；悪化する（≒ deteriorate）
target1900,rub,（を）こする；（～に）を塗る（on / over）
target1900,descend,（を）降りる（⇔ ascend ⇒ 1839）；受け継がれる
target1900,compensate,補償する（≒ make up）；に償う
target1900,comprise,から成る；を構成する
target1900,prevail,普及している；支配的である；（～に）打ち勝つ（over）
target1900,quest,探究
target1900,dignity,尊厳；威厳
target1900,criterion,（判断・評価の）基準
target1900,paradox,逆説；矛盾
target1900,parliament,（英国などの）議会；国会議員（団）
target1900,legislation,法律；立法
target1900,troop,〔～s〕軍隊；集団
target1900,epidemic,流行（病）；蔓延
target1900,outbreak,発生，勃発
target1900,chaos,混沌，大混乱
target1900,nightmare,悪夢（のような状況）；不安感
target1900,horror,恐怖；強い嫌悪；嫌な物［人］
target1900,cluster,集団；（植物の）房，束
target1900,pollen,花粉
target1900,hive,ミツバチの巣（箱）；人の集まる所
target1900,irrigation,灌漑
target1900,dose,（薬の1回分の）服用量；放射線の1回の照射量
target1900,suicide,自殺；自殺的行為
target1900,feast,祝宴；大ごちそう；楽しみ
target1900,rumor,うわさ
target1900,proverb,ことわざ（≒ saying）
target1900,signature,署名；特徴
target1900,formula,方法，解決策；公式
target1900,tuition,【主に米】 授業料（＝ 【英】tuition fees）；（個人）指導
target1900,intake,摂取量；受け入れ数；取り入れること
target1900,gear,用具（一式），器具；歯車；ギア
target1900,aisle,（座席間などの）通路
target1900,grief,深い悲しみ
target1900,destiny,運命
target1900,tomb,墓
target1900,monk,修道士，僧（⇔ nun 修道女，尼）
target1900,worship,崇拝，礼拝（式）；賛美
target1900,outstanding,際立った；未払いの；未解決の
target1900,infinite,無限の（⇔ finite 有限の）；無数の
target1900,worthwhile,価値がある；立派な
target1900,indispensable,不可欠な（⇔ dispensable なくてもすむ）
target1900,compulsory,義務的な，強制的な（⇔ voluntary ⇒ 1199）
target1900,probable,十分にありそうな
target1900,ambiguous,あいまいな；多義的な
target1900,obscure,（世に）知られていない；不明瞭な
target1900,skeptical,（～に）懐疑的な（of ⇒ about）
target1900,fragile,壊れやすい；虚弱な
target1900,static,静的な（⇔ dynamic ⇒ 1083）；動きのない
target1900,gradual,徐々の，緩やかな
target1900,vivid,鮮やかな；生き生きとした
target1900,imperial,帝国の；皇帝の
target1900,hostile,敵意のある（⇔friendly 友好的な）
target1900,superficial,表面的な
target1900,scarce,乏しい；珍しい
target1900,gross,総計の；甚だしい；粗野な
target1900,inherent,生来の，本来的に備わっている
target1900,notable,注目に値する；著名な
target1900,bloom,花が咲く；栄える
target1900,conquer,を征服する；を克服する
target1900,induce,を引き起こす；を説得する
target1900,attain,を獲得する，達成する；に達する
target1900,spray,を吹きかける，に吹きつける
target1900,retrieve,（情報）を検索する；を取り戻す；を回復する
target1900,scratch,を引っかく；を取り消す，削除する
target1900,designate,を指定する；を任命する
target1900,contradict,と矛盾する；に反対意見を言う
target1900,sigh,ため息をつく
target1900,disrupt,を混乱させる；を分裂させる
target1900,depart,出発する；（～から）それる（from）
target1900,navigate,（を）誘導する；（を）操縦する；（を）航行する
target1900,beg,に（～を）切に頼む（for）；（を）懇願する
target1900,comprehend,を理解する
target1900,oblige,に義務づける；に恩恵を施す
target1900,cram,に詰め込む；詰め込み勉強をする
target1900,flock,群がる，集まる
target1900,clarify,を明確にする
target1900,seize,をつかむ；を奪い取る；を没収する
target1900,soar,急上昇する；空高く飛ぶ
target1900,glow,光り［照り］輝く；赤く燃える；紅潮する
target1900,disguise,を（～に）変装させる（as）；を偽る
target1900,distort,を歪める；歪む
target1900,undermine,を徐々にむしばむ；を侵食する
target1900,abolish,を廃止する（≒ do away with）
target1900,strip,を［から］取り去る；を裸にする
target1900,dispose,〔dispose ofで〕を処分する；を（...する）気にさせる（to do）；を配置する
target1900,dump,を投棄する；をどさっと落とす
target1900,weave,を織る；（計画・物語など）を作り上げる
target1900,refine,を洗練する；を精製する
target1900,enrich,を豊かにする；（物質）を濃縮化する
target1900,headline,（聞などの）見出し
target1900,outlet,直売店，特売店；はけ口；【米】（電気の）コンセント（≒ 【英】socket）
target1900,remedy,治療（法）；治療薬；解決法
target1900,pill,錠剤，丸薬；〔the ～〕ピル，経口避妊薬
target1900,reception,反応；宴会；受付；受信（状態）
target1900,transaction,（商）取引；（人と人との）交流
target1900,mutation,突然変異（体）；変化
target1900,compassion,同情
target1900,posture,姿勢；心構え
target1900,curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い
target1900,funeral,葬式
target1900,census,国勢調査；交通調査
target1900,encyclopedia,百科事典
target1900,cereal,〔通例～s〕穀物；シリアル（穀物加工食品）
target1900,fragment,断片
target1900,patch,（～の）部分，斑点；継ぎ；貼り薬
target1900,rubbish,【英】 ごみ（≒ 【米】garbage）；つまらないもの
target1900,outlook,見解；見通し；眺め
target1900,breakthrough,大発見，飛躍的進歩
target1900,triumph,勝利；勝利の喜び；偉業
target1900,spectator,（試合などの）観客
target1900,sphere,領域；球体；天体
target1900,county,【米】 郡；【英】州
target1900,circulation,循環；流通；（聞・雑誌の）発行部数
target1900,blade,刃；（プロペラなどの）羽根；（草などの）葉
target1900,theft,窃盗（罪）
target1900,vacuum,真空；空虚
target1900,collision,衝突；対立
target1900,bargain,買い得品；取引；契約
target1900,landmark,（ある場所の）目印；画期的な出来事
target1900,revenue,歳入（⇔ expenditure 歳出）；収益
target1900,treaty,（国家間の）条約；協定
target1900,supreme,最高の
target1900,thorough,徹底的な；まったくの
target1900,naked,裸の
target1900,sincere,心からの；誠実な
target1900,tame,飼いならされた，人に慣れた；退屈な
target1900,dim,薄暗い；ぼんやりした
target1900,acute,（痛み・感情などが）激しい；（知覚などが）鋭い；急性の（⇔ chronic ⇒ 1198）
target1900,disabled,障害のある；障害者用の
target1900,metropolitan,大都市の，首都圏の
target1900,monetary,金銭的な；金融の
target1900,alternate,代わりの（≒ alternative）；交互の
target1900,partial,部分的な；不公平な（⇔impartial 公平な）
target1900,divine,神の；神にささげる
target1900,drastic,徹底的な，抜本的な；極端な
target1900,fierce,猛烈な；どう猛な
target1900,sole,唯一の；単独の；独占的な
target1900,spontaneous,自然発生的な；自発的な
target1900,spatial,空間の
target1900,neat,きちんとした；見事な
target1900,tidy,きちんとした，整頓された；相当の
target1900,loyal,（～に）忠実な（to）；誠実な
target1900,bless,に恩恵を与える；に感謝する
target1900,regain,を取り戻す
target1900,conform,順応する；一致する
target1900,enroll,登録する，入会する；を登録させる
target1900,entitle,に権利を与える；に題名をつける
target1900,halt,を止める；止まる
target1900,provoke,（感情・行動など）を引き起こす；を挑発する
target1900,invade,を侵略する；を侵害する；（場所）に殺到する
target1900,squeeze,押し入る；を押し込む；（を）搾る；（を）強く押す
target1900,crawl,はう；ゆっくり進む
target1900,digest,を消化する；を理解する；を要約する
target1900,utter,（声）を発する；（考えなど）を述べる
target1900,refrain,控える
target1900,accommodate,を収容する；を（～に）適応させる（to）
target1900,steer,（を）操縦する；を（～へ）向ける（to）
target1900,drown,溺死する；を水浸しにする
target1900,dip,を浸す；（手など）を（～に）突っ込む（into / in）；下がる
target1900,soak,を浸す；をずぶぬれにする；浸る
target1900,stir,をかき回す；を揺り動かす
target1900,transplant,を移植する；を移住させる
target1900,reassure,を安心させる
target1900,resume,（を）再開する；を取り戻す
target1900,speculate,（と）推測する；投機する
target1900,surpass,を上回る
target1900,appoint,を任命する；（日時・場所など）を指定する
target1900,intrigue,に興味を持たせる；陰謀を企てる
target1900,decay,腐敗する（≒ rot）；（徐々に）衰える
target1900,contaminate,を汚染する；を堕落させる
target1900,swell,膨張する，腫れる；を膨らませる
target1900,tolerate,を許容する，我慢する（≒ put up with）
target1900,envy,をうらやむ
target1900,pray,（を）祈る
target1900,confess,（を）告白する
target1900,resign,（を）辞任する；を放棄する
target1900,dissolve,（を）溶かす；（議会など）を解散する；（契約など）を解消する；溶ける
target1900,conceive,（を）思いつく；と想像する；（を）妊娠する
target1900,stake,利害関係；〔通例～s〕賭け金；杭
target1900,surplus,余剰（⇔ shortage 不足），過剰；黒字
target1900,sociology,社会学
target1900,ideology,イデオロギー，思想傾向
target1900,margin,余白；差；利ざや
target1900,realm,領域；領土
target1900,domain,分野；領域；ドメイン（＝ domain name）
target1900,prairie,大草原
target1900,frontier,〔通例the ～s〕最先端；〔the ～〕 【米】辺境地；国境
target1900,bullet,銃弾
target1900,shield,盾，防御物
target1900,despair,絶望
target1900,radiation,放射能，放射線
target1900,nursery,託児所；苗床
target1900,spouse,配偶者
target1900,flesh,（人・動物の）肉；果肉
target1900,limb,手足
target1900,odor,におい；気配
target1900,laundry,洗濯（物）；クリーニング店
target1900,tide,潮（の干満）；動向
target1900,questionnaire,アンケート
target1900,revenge,復讐
target1900,intellect,知性；〔the ～（s）〕知識人
target1900,librarian,司書，図書館員
target1900,manuscript,（手書きの）原稿；写本
target1900,obsession,（考えなどに）取りつかれること；妄想；強迫観念
target1900,hygiene,衛生（状態）；健康法
target1900,legitimate,合法的な；妥当な
target1900,authentic,本物の；信頼できる
target1900,empirical,経験的な；経験主義の
target1900,immense,膨大な
target1900,absurd,ばかげた；不合理な
target1900,weird,異様な（≒ bizarre），奇妙な
target1900,accidental,偶然の；過失による
target1900,uneasy,不安な；落ち着かない；ぎこちない
target1900,jealous,嫉妬深い；用心深い
target1900,feminine,女らしい（⇔ masculine ⇒ 1681）
target1900,swift,素早い
target1900,hollow,空洞の；空虚な；うわべだけの
target1900,crude,大まかな；粗野な；未精製の
target1900,sore,痛い；腹が立って
target1900,pessimistic,悲観的な（⇔ optimistic ⇒ 882）
target1900,vain,無駄な；うぬぼれた
target1900,sheer,純然たる，真の；すごい；（布が）薄地の
target1900,explicit,明白な（⇔ implicit ⇒ 1795）；率直な
target1900,affluent,裕福な；豊富な
target1900,exert,を及ぼす；（力など）を行使する
target1900,excel,（～で）秀でている（in / at）；に勝る
target1900,surge,殺到する；（感情が）こみ上げる；急騰する
target1900,intervene,（～に）介入する（in）；介在する
target1900,insert,を挿入する
target1900,overtake,を追い抜く；に追いつく（≒ catch up with）；（災難・強い感情などが）を襲う
target1900,carve,を彫る；を切り開く；（肉）を切り分ける
target1900,addict,〔受身形で〕（～の）中毒になる（to）；（～に）凝る
target1900,condemn,を非難する；〔受身形で〕（～の刑を）宣告される（to）
target1900,convict,に有罪を宣告する
target1900,dictate,を指図する；を書き取らせる；を規定する
target1900,prescribe,（薬など）を処方する；を規定する
target1900,stray,はぐれる，（道に）迷う
target1900,roam,（を）歩き回る；放浪する
target1900,enclose,を同封する；を取り囲む
target1900,execute,を実行する；を処刑する
target1900,coincide,同時に起こる；一致する
target1900,lag,遅れる；徐々に弱まる
target1900,cling,しがみつく；くっつく
target1900,erase,を消す
target1900,grind,（穀物など）をひく
target1900,knit,を編む；を結合する；編み物をする
target1900,inquire,（を）尋ねる
target1900,betray,をうっかり表す；を裏切る
target1900,leak,漏れる；を漏らす
target1900,bounce,跳ねる；反射する；を弾ませる；（Ｅメールが）（宛先不明で）返送される
target1900,sprawl,（都市などが）不規則に広がる；だらしなく手足を伸ばす
target1900,converse,（～と）会話をする（with）
target1900,recite,を暗唱する；を詳述する
target1900,disregard,を無視する；を軽視する
target1900,frown,眉をひそめる
target1900,evoke,を呼び起こす
target1900,pledge,を誓う，約束する；を与えることを約束する
target1900,aspire,（～を）熱望する（to）
target1900,contemplate,（を）熟考する；を予想する
target1900,grace,優美，優雅；分別；（神の）恩寵
target1900,commerce,商業；貿易
target1900,draft,下書き；為替手形；隙間風
target1900,timber,【英】 木材（≒ 【米】lumber）；樹木
target1900,garment,衣服
target1900,thread,糸；（議論などの）筋道
target1900,cabinet,〔しばしばthe C-〕内閣；戸棚
target1900,toll,損害（の程度）；死傷者数；通行料
target1900,discourse,話し合い，会話；講演；論説
target1900,superstition,迷信
target1900,glimpse,ちらりと見えること
target1900,arithmetic,計算；算数
target1900,legacy,遺産
target1900,anthropology,人類学
target1900,rage,激怒；猛威
target1900,sorrow,悲しみ
target1900,psychiatrist,精神科医
target1900,ward,行政区；病棟
target1900,stall,露店；エンスト；失速
target1900,flame,炎；情熱
target1900,moisture,水分；湿気
target1900,irony,皮肉
target1900,warrior,戦士
target1900,astronomy,天文学
target1900,probe,（無人）宇宙探査機；（～の）精査（into）；探り針
target1900,altitude,高度，標高
target1900,defect,欠陥；不足
target1900,scope,（活動・能力などの）範囲；余地
target1900,sentiment,感情；感想；感傷
target1900,plausible,もっともらしい
target1900,masculine,男らしい（⇔ feminine ⇒ 1588）
target1900,rigid,厳しい；硬直した
target1900,literal,文字どおりの；逐語的な；散文的な
target1900,arbitrary,恣意的な；独断的な
target1900,anonymous,匿名の
target1900,antique,骨董の，アンティークの；古風な
target1900,eternal,永遠の；不変の
target1900,intermediate,中級の；中間の
target1900,subordinate,（～より）下位の（to）；副次的な
target1900,gloomy,陰気な；薄暗い；悲観的な
target1900,faint,かすかな；めまいがする；弱々しい
target1900,conspicuous,目立つ
target1900,embody,を具現する；を包含する
target1900,illuminate,を照らす；を解明する
target1900,console,を慰める
target1900,disclose,を公表する，暴く
target1900,rotate,回転する；循環する；を回転させる
target1900,hinder,を妨げる
target1900,withstand,に耐える
target1900,erupt,（火山が）噴火する；勃発する
target1900,render,を（ある状態に）する；（援助など）を与える
target1900,plunge,（～に）（を）突っ込む（into）；没頭する；陥る
target1900,surrender,を放棄する，引き渡す；（～に）屈する（to）
target1900,plug,〔plug inで〕のプラグを電源に差し込む；を（～で）ふさぐ（with）
target1900,suck,（を）吸う；（を）しゃぶる
target1900,mock,をばかにする（≒ make fun of）；のまねをしてからかう
target1900,tease,（を）からかう；をいじめる
target1900,soothe,をなだめる；を和らげる
target1900,stain,を汚す；に着色する
target1900,stumble,よろけながら歩く；（～に）つまずく（on / over）
target1900,flush,を紅潮させる；を水で流す；紅潮する
target1900,impair,を損なう
target1900,presume,と思う；と推定する；を前提とする
target1900,contend,と主張する；競う
target1900,roar,うなる，ほえる；大笑いする
target1900,divert,（注意など）をそらす；を迂回させる；（資金など）を転用する
target1900,await,を待つ（≒ wait for）
target1900,fetch,を（行って）持って［連れて］くる
target1900,unify,を統合［統一］する；統一される
target1900,inspect,を点検する；を視察する
target1900,tactics,作戦，方策；戦術，戦法
target1900,feat,偉業，功績；妙技
target1900,prestige,名声；〔形容詞的に〕名声のある
target1900,analogy,類推；類似
target1900,conscience,良心；分別
target1900,textile,織物；繊維（産業）
target1900,deficit,赤字，不足；欠陥
target1900,plague,疫病；（害虫などの）異常発生
target1900,hazard,危険（要素）；偶然
target1900,carriage,馬車；車両（＝ 【米】car）；立ち居振舞い；【英】輸送
target1900,friction,不和；摩擦
target1900,rebel,反逆者
target1900,monopoly,独占（権）
target1900,staple,必需食品；主要産物
target1900,merchandise,商品
target1900,supervisor,監督者；指導教員
target1900,predecessor,前任者（⇔ successor 後継者）；前のもの
target1900,personnel,〔集合的に〕職員，社員
target1900,vessel,船舶；容器；（体液が通る）脈管
target1900,liver,肝臓
target1900,certificate,証明書；免許状
target1900,geometry,幾何学
target1900,symmetry,（左右）対称（⇔ asymmetry 非対称）；調和
target1900,biography,伝記
target1900,masterpiece,傑作
target1900,rhyme,押韻詩；韻；〔通例～s〕詩歌
target1900,premium,保険料；プレミア；景品
target1900,breakdown,崩壊；（神経）衰弱；故障；内訳
target1900,courtesy,礼儀正しさ；好意；優遇
target1900,protocol,（条約）議定書；外交儀礼；プロトコル
target1900,specimen,標本；実例
target1900,thesis,論文；命題，テーゼ
target1900,diligent,勤勉な；入念な
target1900,vocational,職業の，職業訓練の（ための）
target1900,bankrupt,破産宣告を受けた；破綻している
target1900,stern,厳しい；いかめしい
target1900,stubborn,頑固な，強情な（≒ obstinate）；手に負えない
target1900,fertile,肥沃な（⇔ barren 不毛の）；多産の
target1900,ripe,熟した；成熟した
target1900,stiff,硬直した，凝った；堅い
target1900,obsolete,廃れた，使われなくなった；古くなった
target1900,vacant,空いている
target1900,preliminary,予備の，準備の
target1900,approximate,おおよその
target1900,implicit,暗黙の（⇔ explicit ⇒ 1598）；内在する
target1900,punctual,時間を守る
target1900,compatible,矛盾しない；互換性のある；気が合う
target1900,ample,十分すぎるほどの；広い
target1900,ubiquitous,至る所にある
target1900,merge,（を）合併する；を融合させる；溶け込む
target1900,penetrate,（に）浸透する；（に）進出する；（を）貫く；（を）見抜く
target1900,assault,に暴行する；を攻撃する
target1900,torture,を拷問にかける；を苦しめる
target1900,bleed,出血する
target1900,erect,を建てる；を直立させる
target1900,cherish,を大切にする；を心に抱く
target1900,mourn,（を）悼む（≒ grieve）；（を）嘆く
target1900,dread,をひどく恐れる
target1900,nourish,に栄養を与える；をはぐくむ
target1900,swear,（～を）ののしる（at）；（を）誓う（≒ vow）
target1900,corrupt,を堕落させる；を買収する；堕落する
target1900,restrain,を制止する；を規制する
target1900,comply,従う，応じる
target1900,expire,期限が切れる
target1900,embark,（～に）乗り出す（on）；乗船［搭乗］する
target1900,flap,パタパタ動く；羽ばたく（≒ flutter）；をパタパタ動かす
target1900,furnish,に（～を）備えつける（with）
target1900,thrust,を押しつける；を突き刺す；押し進む
target1900,resent,に憤慨する
target1900,reconcile,を（～と）一致させる（with）；を和解させる
target1900,allege,を主張する
target1900,oppress,を抑圧［迫害］する；を悩ませる
target1900,expel,を追放する；を吐き出す
target1900,ascend,（を）上がる（⇔ descend ⇒ 1337）
target1900,advent,〔the ～〕出現，到来
target1900,reign,治世；統治
target1900,diplomacy,外交（的手腕）
target1900,exile,亡命（者）；（国外）追放
target1900,refuge,避難（所）；保護
target1900,plight,窮状（＝ predicament）；（悪い）状態
target1900,solitude,ひとりでいること；孤独
target1900,fallacy,誤った考え，誤信；錯誤
target1900,eclipse,（日食・月食などの）食；（名声などの）失墜
target1900,basin,流域；盆地，海盆；洗面器［台］
target1900,erosion,浸食；衰退
target1900,archaeology,考古学
target1900,mercy,慈悲；〔通例a ～〕幸運
target1900,rhetoric,修辞（法）；美辞麗句
target1900,verse,韻文（⇔ prose 散文）；詩
target1900,congestion,混雑
target1900,sewage,下水
target1900,attorney,【米】 弁護士；代理人
target1900,bulk,〔the ～〕（～の）大半（of）；大きさ；大量
target1900,reunion,再会（の集い）；再結合
target1900,synthesis,合成；総合（⇔ analysis ⇒ 363）
target1900,mold,鋳型；鋳物；性格；かび
target1900,thirst,（のどの）渇き；（～に対する）渇望（for）
target1900,greed,強欲
target1900,bribe,賄賂
target1900,contempt,軽蔑；恥辱
target1900,orphan,孤児
target1900,doctrine,教義；【米】（政策上の）主義
target1900,liable,しがちな；（～を）受けやすい（to）；責任がある
target1900,earnest,まじめな，熱心な
target1900,intelligible,（簡単に）理解できる
target1900,abrupt,突然の（≒ sudden）
target1900,reckless,無謀な；（～を）顧みない（of）
target1900,furious,激怒した；猛烈な
target1900,eloquent,雄弁な；説得力のある
target1900,juvenile,青少年の
target1900,notorious,悪名高い（≒ infamous）
target1900,timid,臆病な；内気な
target1900,humid,湿気のある（≒ muggy 蒸し暑い）
target1900,cynical,冷笑的な，皮肉な
target1900,dumb,ばかげた；口のきけない；無言の
target1900,monotonous,単調な
target1900,perpetual,永続的な；ひっきりなしの
target1900,dizzy,目まいがする；当惑した
target1900,weary,疲れ果てた；（～に）うんざりした（of）
target1900,mortal,致命的な（≒ fatal）；死すべき（運命の）（⇔ immortal 不死の）
target1900,zealous,熱心な；熱狂的な
terget1900,vital,重要な
